image_path,source,k,curve,fake_score
C:\My_Project\AIGC\AIGuard\unseen\fake_458.jpg,aiguard_unseen,0.4,hot_first,0.946031
C:\My_Project\AIGC\AIGuard\unseen\fake_458.jpg,aiguard_unseen,0.4,bottom_first,0.872616
C:\My_Project\AIGC\AIGuard\unseen\fake_458.jpg,aiguard_unseen,0.6,hot_first,0.941649
C:\My_Project\AIGC\AIGuard\unseen\fake_458.jpg,aiguard_unseen,0.6,bottom_first,0.811934
C:\My_Project\AIGC\AIGuard\unseen\fake_458.jpg,aiguard_unseen,1.0,hot_first,0.945892
C:\My_Project\AIGC\AIGuard\unseen\fake_458.jpg,aiguard_unseen,1.0,bottom_first,0.945892
C:\My_Project\AIGC\AIGuard\unseen\fake_465.jpg,aiguard_unseen,0.05,hot_first,0.923894
C:\My_Project\AIGC\AIGuard\unseen\fake_465.jpg,aiguard_unseen,0.05,bottom_first,0.898491
C:\My_Project\AIGC\AIGuard\unseen\fake_465.jpg,aiguard_unseen,0.1,hot_first,0.921439
C:\My_Project\AIGC\AIGuard\unseen\fake_465.jpg,aiguard_unseen,0.1,bottom_first,0.914061
C:\My_Project\AIGC\AIGuard\unseen\fake_465.jpg,aiguard_unseen,0.2,hot_first,0.935813
C:\My_Project\AIGC\AIGuard\unseen\fake_465.jpg,aiguard_unseen,0.2,bottom_first,0.901576
C:\My_Project\AIGC\AIGuard\unseen\fake_465.jpg,aiguard_unseen,0.4,hot_first,0.937645
C:\My_Project\AIGC\AIGuard\unseen\fake_465.jpg,aiguard_unseen,0.4,bottom_first,0.896341
C:\My_Project\AIGC\AIGuard\unseen\fake_465.jpg,aiguard_unseen,0.6,hot_first,0.936372
C:\My_Project\AIGC\AIGuard\unseen\fake_465.jpg,aiguard_unseen,0.6,bottom_first,0.801523
C:\My_Project\AIGC\AIGuard\unseen\fake_465.jpg,aiguard_unseen,1.0,hot_first,0.928358
C:\My_Project\AIGC\AIGuard\unseen\fake_465.jpg,aiguard_unseen,1.0,bottom_first,0.928358
C:\My_Project\AIGC\AIGuard\unseen\fake_472.jpg,aiguard_unseen,0.05,hot_first,0.920375
C:\My_Project\AIGC\AIGuard\unseen\fake_472.jpg,aiguard_unseen,0.05,bottom_first,0.88459
C:\My_Project\AIGC\AIGuard\unseen\fake_472.jpg,aiguard_unseen,0.1,hot_first,0.919193
C:\My_Project\AIGC\AIGuard\unseen\fake_472.jpg,aiguard_unseen,0.1,bottom_first,0.872776
C:\My_Project\AIGC\AIGuard\unseen\fake_472.jpg,aiguard_unseen,0.2,hot_first,0.925907
C:\My_Project\AIGC\AIGuard\unseen\fake_472.jpg,aiguard_unseen,0.2,bottom_first,0.846822
C:\My_Project\AIGC\AIGuard\unseen\fake_472.jpg,aiguard_unseen,0.4,hot_first,0.942546
C:\My_Project\AIGC\AIGuard\unseen\fake_472.jpg,aiguard_unseen,0.4,bottom_first,0.780671
C:\My_Project\AIGC\AIGuard\unseen\fake_472.jpg,aiguard_unseen,0.6,hot_first,0.937738
C:\My_Project\AIGC\AIGuard\unseen\fake_472.jpg,aiguard_unseen,0.6,bottom_first,0.711899
C:\My_Project\AIGC\AIGuard\unseen\fake_472.jpg,aiguard_unseen,1.0,hot_first,0.926123
C:\My_Project\AIGC\AIGuard\unseen\fake_472.jpg,aiguard_unseen,1.0,bottom_first,0.926123
C:\My_Project\AIGC\AIGuard\unseen\fake_677.jpg,aiguard_unseen,0.05,hot_first,0.924232
C:\My_Project\AIGC\AIGuard\unseen\fake_677.jpg,aiguard_unseen,0.05,bottom_first,0.897853
C:\My_Project\AIGC\AIGuard\unseen\fake_677.jpg,aiguard_unseen,0.1,hot_first,0.915066
C:\My_Project\AIGC\AIGuard\unseen\fake_677.jpg,aiguard_unseen,0.1,bottom_first,0.894685
C:\My_Project\AIGC\AIGuard\unseen\fake_677.jpg,aiguard_unseen,0.2,hot_first,0.916852
C:\My_Project\AIGC\AIGuard\unseen\fake_677.jpg,aiguard_unseen,0.2,bottom_first,0.866988
C:\My_Project\AIGC\AIGuard\unseen\fake_677.jpg,aiguard_unseen,0.4,hot_first,0.926328
C:\My_Project\AIGC\AIGuard\unseen\fake_677.jpg,aiguard_unseen,0.4,bottom_first,0.777526
C:\My_Project\AIGC\AIGuard\unseen\fake_677.jpg,aiguard_unseen,0.6,hot_first,0.917067
C:\My_Project\AIGC\AIGuard\unseen\fake_677.jpg,aiguard_unseen,0.6,bottom_first,0.538191
C:\My_Project\AIGC\AIGuard\unseen\fake_677.jpg,aiguard_unseen,1.0,hot_first,0.926637
C:\My_Project\AIGC\AIGuard\unseen\fake_677.jpg,aiguard_unseen,1.0,bottom_first,0.926637
C:\My_Project\AIGC\AIGuard\unseen\fake_679.jpg,aiguard_unseen,0.05,hot_first,0.935703
C:\My_Project\AIGC\AIGuard\unseen\fake_679.jpg,aiguard_unseen,0.05,bottom_first,0.917711
C:\My_Project\AIGC\AIGuard\unseen\fake_679.jpg,aiguard_unseen,0.1,hot_first,0.934032
C:\My_Project\AIGC\AIGuard\unseen\fake_679.jpg,aiguard_unseen,0.1,bottom_first,0.906372
C:\My_Project\AIGC\AIGuard\unseen\fake_679.jpg,aiguard_unseen,0.2,hot_first,0.94245
C:\My_Project\AIGC\AIGuard\unseen\fake_679.jpg,aiguard_unseen,0.2,bottom_first,0.886258
C:\My_Project\AIGC\AIGuard\unseen\fake_679.jpg,aiguard_unseen,0.4,hot_first,0.944809
C:\My_Project\AIGC\AIGuard\unseen\fake_679.jpg,aiguard_unseen,0.4,bottom_first,0.872733
C:\My_Project\AIGC\AIGuard\unseen\fake_679.jpg,aiguard_unseen,0.6,hot_first,0.936316
C:\My_Project\AIGC\AIGuard\unseen\fake_679.jpg,aiguard_unseen,0.6,bottom_first,0.797822
C:\My_Project\AIGC\AIGuard\unseen\fake_679.jpg,aiguard_unseen,1.0,hot_first,0.938118
C:\My_Project\AIGC\AIGuard\unseen\fake_679.jpg,aiguard_unseen,1.0,bottom_first,0.938118
C:\My_Project\AIGC\AIGuard\unseen\fake_680.jpg,aiguard_unseen,0.05,hot_first,0.920591
C:\My_Project\AIGC\AIGuard\unseen\fake_680.jpg,aiguard_unseen,0.05,bottom_first,0.876334
C:\My_Project\AIGC\AIGuard\unseen\fake_680.jpg,aiguard_unseen,0.1,hot_first,0.917576
C:\My_Project\AIGC\AIGuard\unseen\fake_680.jpg,aiguard_unseen,0.1,bottom_first,0.864214
C:\My_Project\AIGC\AIGuard\unseen\fake_680.jpg,aiguard_unseen,0.2,hot_first,0.929023
C:\My_Project\AIGC\AIGuard\unseen\fake_680.jpg,aiguard_unseen,0.2,bottom_first,0.855443
C:\My_Project\AIGC\AIGuard\unseen\fake_680.jpg,aiguard_unseen,0.4,hot_first,0.940355
C:\My_Project\AIGC\AIGuard\unseen\fake_680.jpg,aiguard_unseen,0.4,bottom_first,0.821334
C:\My_Project\AIGC\AIGuard\unseen\fake_680.jpg,aiguard_unseen,0.6,hot_first,0.919925
C:\My_Project\AIGC\AIGuard\unseen\fake_680.jpg,aiguard_unseen,0.6,bottom_first,0.677356
C:\My_Project\AIGC\AIGuard\unseen\fake_680.jpg,aiguard_unseen,1.0,hot_first,0.92083
C:\My_Project\AIGC\AIGuard\unseen\fake_680.jpg,aiguard_unseen,1.0,bottom_first,0.92083
C:\My_Project\AIGC\AIGuard\unseen\fake_687.jpg,aiguard_unseen,0.05,hot_first,0.921708
C:\My_Project\AIGC\AIGuard\unseen\fake_687.jpg,aiguard_unseen,0.05,bottom_first,0.887717
C:\My_Project\AIGC\AIGuard\unseen\fake_687.jpg,aiguard_unseen,0.1,hot_first,0.923841
C:\My_Project\AIGC\AIGuard\unseen\fake_687.jpg,aiguard_unseen,0.1,bottom_first,0.888852
C:\My_Project\AIGC\AIGuard\unseen\fake_687.jpg,aiguard_unseen,0.2,hot_first,0.934562
C:\My_Project\AIGC\AIGuard\unseen\fake_687.jpg,aiguard_unseen,0.2,bottom_first,0.865406
C:\My_Project\AIGC\AIGuard\unseen\fake_687.jpg,aiguard_unseen,0.4,hot_first,0.940955
C:\My_Project\AIGC\AIGuard\unseen\fake_687.jpg,aiguard_unseen,0.4,bottom_first,0.751665
C:\My_Project\AIGC\AIGuard\unseen\fake_687.jpg,aiguard_unseen,0.6,hot_first,0.928703
C:\My_Project\AIGC\AIGuard\unseen\fake_687.jpg,aiguard_unseen,0.6,bottom_first,0.61484
C:\My_Project\AIGC\AIGuard\unseen\fake_687.jpg,aiguard_unseen,1.0,hot_first,0.921807
C:\My_Project\AIGC\AIGuard\unseen\fake_687.jpg,aiguard_unseen,1.0,bottom_first,0.921807
C:\My_Project\AIGC\stylegan2_test\fake\0YYEKMF3GY.jpg,stylegan2_ood,0.05,hot_first,0.929319
C:\My_Project\AIGC\stylegan2_test\fake\0YYEKMF3GY.jpg,stylegan2_ood,0.05,bottom_first,0.882741
C:\My_Project\AIGC\stylegan2_test\fake\0YYEKMF3GY.jpg,stylegan2_ood,0.1,hot_first,0.927553
C:\My_Project\AIGC\stylegan2_test\fake\0YYEKMF3GY.jpg,stylegan2_ood,0.1,bottom_first,0.88441
C:\My_Project\AIGC\stylegan2_test\fake\0YYEKMF3GY.jpg,stylegan2_ood,0.2,hot_first,0.930797
C:\My_Project\AIGC\stylegan2_test\fake\0YYEKMF3GY.jpg,stylegan2_ood,0.2,bottom_first,0.874357
C:\My_Project\AIGC\stylegan2_test\fake\0YYEKMF3GY.jpg,stylegan2_ood,0.4,hot_first,0.939101
C:\My_Project\AIGC\stylegan2_test\fake\0YYEKMF3GY.jpg,stylegan2_ood,0.4,bottom_first,0.869026
C:\My_Project\AIGC\stylegan2_test\fake\0YYEKMF3GY.jpg,stylegan2_ood,0.6,hot_first,0.935972
C:\My_Project\AIGC\stylegan2_test\fake\0YYEKMF3GY.jpg,stylegan2_ood,0.6,bottom_first,0.791403
C:\My_Project\AIGC\stylegan2_test\fake\0YYEKMF3GY.jpg,stylegan2_ood,1.0,hot_first,0.93094
C:\My_Project\AIGC\stylegan2_test\fake\0YYEKMF3GY.jpg,stylegan2_ood,1.0,bottom_first,0.93094
C:\My_Project\AIGC\stylegan2_test\fake\30PIZ1A6JA.jpg,stylegan2_ood,0.05,hot_first,0.928168
C:\My_Project\AIGC\stylegan2_test\fake\30PIZ1A6JA.jpg,stylegan2_ood,0.05,bottom_first,0.913965
C:\My_Project\AIGC\stylegan2_test\fake\30PIZ1A6JA.jpg,stylegan2_ood,0.1,hot_first,0.928162
C:\My_Project\AIGC\stylegan2_test\fake\30PIZ1A6JA.jpg,stylegan2_ood,0.1,bottom_first,0.901517
C:\My_Project\AIGC\stylegan2_test\fake\30PIZ1A6JA.jpg,stylegan2_ood,0.2,hot_first,0.92767
C:\My_Project\AIGC\stylegan2_test\fake\30PIZ1A6JA.jpg,stylegan2_ood,0.2,bottom_first,0.881348
C:\My_Project\AIGC\stylegan2_test\fake\30PIZ1A6JA.jpg,stylegan2_ood,0.4,hot_first,0.934511
C:\My_Project\AIGC\stylegan2_test\fake\30PIZ1A6JA.jpg,stylegan2_ood,0.4,bottom_first,0.859152
C:\My_Project\AIGC\stylegan2_test\fake\30PIZ1A6JA.jpg,stylegan2_ood,0.6,hot_first,0.933922
C:\My_Project\AIGC\stylegan2_test\fake\30PIZ1A6JA.jpg,stylegan2_ood,0.6,bottom_first,0.742624
C:\My_Project\AIGC\stylegan2_test\fake\30PIZ1A6JA.jpg,stylegan2_ood,1.0,hot_first,0.909564
C:\My_Project\AIGC\stylegan2_test\fake\30PIZ1A6JA.jpg,stylegan2_ood,1.0,bottom_first,0.909564
C:\My_Project\AIGC\stylegan2_test\fake\30YAI4JQ1J.jpg,stylegan2_ood,0.05,hot_first,0.924722
C:\My_Project\AIGC\stylegan2_test\fake\30YAI4JQ1J.jpg,stylegan2_ood,0.05,bottom_first,0.909883
C:\My_Project\AIGC\stylegan2_test\fake\30YAI4JQ1J.jpg,stylegan2_ood,0.1,hot_first,0.920997
C:\My_Project\AIGC\stylegan2_test\fake\30YAI4JQ1J.jpg,stylegan2_ood,0.1,bottom_first,0.906009
C:\My_Project\AIGC\stylegan2_test\fake\30YAI4JQ1J.jpg,stylegan2_ood,0.2,hot_first,0.931916
C:\My_Project\AIGC\stylegan2_test\fake\30YAI4JQ1J.jpg,stylegan2_ood,0.2,bottom_first,0.894215
C:\My_Project\AIGC\stylegan2_test\fake\30YAI4JQ1J.jpg,stylegan2_ood,0.4,hot_first,0.942619
C:\My_Project\AIGC\stylegan2_test\fake\30YAI4JQ1J.jpg,stylegan2_ood,0.4,bottom_first,0.849859
C:\My_Project\AIGC\stylegan2_test\fake\30YAI4JQ1J.jpg,stylegan2_ood,0.6,hot_first,0.938297
C:\My_Project\AIGC\stylegan2_test\fake\30YAI4JQ1J.jpg,stylegan2_ood,0.6,bottom_first,0.736576
C:\My_Project\AIGC\stylegan2_test\fake\30YAI4JQ1J.jpg,stylegan2_ood,1.0,hot_first,0.935928
C:\My_Project\AIGC\stylegan2_test\fake\30YAI4JQ1J.jpg,stylegan2_ood,1.0,bottom_first,0.935928
C:\My_Project\AIGC\stylegan2_test\fake\3OCXA03C1S.jpg,stylegan2_ood,0.05,hot_first,0.930633
C:\My_Project\AIGC\stylegan2_test\fake\3OCXA03C1S.jpg,stylegan2_ood,0.05,bottom_first,0.867028
C:\My_Project\AIGC\stylegan2_test\fake\3OCXA03C1S.jpg,stylegan2_ood,0.1,hot_first,0.926436
C:\My_Project\AIGC\stylegan2_test\fake\3OCXA03C1S.jpg,stylegan2_ood,0.1,bottom_first,0.83609
C:\My_Project\AIGC\stylegan2_test\fake\3OCXA03C1S.jpg,stylegan2_ood,0.2,hot_first,0.925632
C:\My_Project\AIGC\stylegan2_test\fake\3OCXA03C1S.jpg,stylegan2_ood,0.2,bottom_first,0.787477
C:\My_Project\AIGC\stylegan2_test\fake\3OCXA03C1S.jpg,stylegan2_ood,0.4,hot_first,0.944543
C:\My_Project\AIGC\stylegan2_test\fake\3OCXA03C1S.jpg,stylegan2_ood,0.4,bottom_first,0.711621
C:\My_Project\AIGC\stylegan2_test\fake\3OCXA03C1S.jpg,stylegan2_ood,0.6,hot_first,0.920074
C:\My_Project\AIGC\stylegan2_test\fake\3OCXA03C1S.jpg,stylegan2_ood,0.6,bottom_first,0.299507
C:\My_Project\AIGC\stylegan2_test\fake\3OCXA03C1S.jpg,stylegan2_ood,1.0,hot_first,0.905022
C:\My_Project\AIGC\stylegan2_test\fake\3OCXA03C1S.jpg,stylegan2_ood,1.0,bottom_first,0.905022
C:\My_Project\AIGC\stylegan2_test\fake\3YWOYM1KIG.jpg,stylegan2_ood,0.05,hot_first,0.909701
C:\My_Project\AIGC\stylegan2_test\fake\3YWOYM1KIG.jpg,stylegan2_ood,0.05,bottom_first,0.900417
C:\My_Project\AIGC\stylegan2_test\fake\3YWOYM1KIG.jpg,stylegan2_ood,0.1,hot_first,0.906552
C:\My_Project\AIGC\stylegan2_test\fake\3YWOYM1KIG.jpg,stylegan2_ood,0.1,bottom_first,0.897971
C:\My_Project\AIGC\stylegan2_test\fake\3YWOYM1KIG.jpg,stylegan2_ood,0.2,hot_first,0.920281
C:\My_Project\AIGC\stylegan2_test\fake\3YWOYM1KIG.jpg,stylegan2_ood,0.2,bottom_first,0.869829
C:\My_Project\AIGC\stylegan2_test\fake\3YWOYM1KIG.jpg,stylegan2_ood,0.4,hot_first,0.907513
C:\My_Project\AIGC\stylegan2_test\fake\3YWOYM1KIG.jpg,stylegan2_ood,0.4,bottom_first,0.822697
C:\My_Project\AIGC\stylegan2_test\fake\3YWOYM1KIG.jpg,stylegan2_ood,0.6,hot_first,0.905155
C:\My_Project\AIGC\stylegan2_test\fake\3YWOYM1KIG.jpg,stylegan2_ood,0.6,bottom_first,0.623534
C:\My_Project\AIGC\stylegan2_test\fake\3YWOYM1KIG.jpg,stylegan2_ood,1.0,hot_first,0.913203
C:\My_Project\AIGC\stylegan2_test\fake\3YWOYM1KIG.jpg,stylegan2_ood,1.0,bottom_first,0.913203
C:\My_Project\AIGC\stylegan2_test\fake\5SI1CK8UC0.jpg,stylegan2_ood,0.05,hot_first,0.931167
C:\My_Project\AIGC\stylegan2_test\fake\5SI1CK8UC0.jpg,stylegan2_ood,0.05,bottom_first,0.898025
C:\My_Project\AIGC\stylegan2_test\fake\5SI1CK8UC0.jpg,stylegan2_ood,0.1,hot_first,0.923242
C:\My_Project\AIGC\stylegan2_test\fake\5SI1CK8UC0.jpg,stylegan2_ood,0.1,bottom_first,0.885445
C:\My_Project\AIGC\stylegan2_test\fake\5SI1CK8UC0.jpg,stylegan2_ood,0.2,hot_first,0.928197
C:\My_Project\AIGC\stylegan2_test\fake\5SI1CK8UC0.jpg,stylegan2_ood,0.2,bottom_first,0.865577
C:\My_Project\AIGC\stylegan2_test\fake\5SI1CK8UC0.jpg,stylegan2_ood,0.4,hot_first,0.946259
C:\My_Project\AIGC\stylegan2_test\fake\5SI1CK8UC0.jpg,stylegan2_ood,0.4,bottom_first,0.839317
C:\My_Project\AIGC\stylegan2_test\fake\5SI1CK8UC0.jpg,stylegan2_ood,0.6,hot_first,0.934725
C:\My_Project\AIGC\stylegan2_test\fake\5SI1CK8UC0.jpg,stylegan2_ood,0.6,bottom_first,0.650158
C:\My_Project\AIGC\stylegan2_test\fake\5SI1CK8UC0.jpg,stylegan2_ood,1.0,hot_first,0.926091
C:\My_Project\AIGC\stylegan2_test\fake\5SI1CK8UC0.jpg,stylegan2_ood,1.0,bottom_first,0.926091
C:\My_Project\AIGC\stylegan2_test\fake\5W7U58MW2L.jpg,stylegan2_ood,0.05,hot_first,0.921431
C:\My_Project\AIGC\stylegan2_test\fake\5W7U58MW2L.jpg,stylegan2_ood,0.05,bottom_first,0.88194
C:\My_Project\AIGC\stylegan2_test\fake\5W7U58MW2L.jpg,stylegan2_ood,0.1,hot_first,0.926817
C:\My_Project\AIGC\stylegan2_test\fake\5W7U58MW2L.jpg,stylegan2_ood,0.1,bottom_first,0.863711
C:\My_Project\AIGC\stylegan2_test\fake\5W7U58MW2L.jpg,stylegan2_ood,0.2,hot_first,0.934367
C:\My_Project\AIGC\stylegan2_test\fake\5W7U58MW2L.jpg,stylegan2_ood,0.2,bottom_first,0.828866
C:\My_Project\AIGC\stylegan2_test\fake\5W7U58MW2L.jpg,stylegan2_ood,0.4,hot_first,0.926971
C:\My_Project\AIGC\stylegan2_test\fake\5W7U58MW2L.jpg,stylegan2_ood,0.4,bottom_first,0.79622
C:\My_Project\AIGC\stylegan2_test\fake\5W7U58MW2L.jpg,stylegan2_ood,0.6,hot_first,0.914682
C:\My_Project\AIGC\stylegan2_test\fake\5W7U58MW2L.jpg,stylegan2_ood,0.6,bottom_first,0.516667
C:\My_Project\AIGC\stylegan2_test\fake\5W7U58MW2L.jpg,stylegan2_ood,1.0,hot_first,0.923658
C:\My_Project\AIGC\stylegan2_test\fake\5W7U58MW2L.jpg,stylegan2_ood,1.0,bottom_first,0.923658
C:\My_Project\AIGC\stylegan2_test\fake\68ZWU9N0A4.jpg,stylegan2_ood,0.05,hot_first,0.922971
C:\My_Project\AIGC\stylegan2_test\fake\68ZWU9N0A4.jpg,stylegan2_ood,0.05,bottom_first,0.890763
C:\My_Project\AIGC\stylegan2_test\fake\68ZWU9N0A4.jpg,stylegan2_ood,0.1,hot_first,0.924881
C:\My_Project\AIGC\stylegan2_test\fake\68ZWU9N0A4.jpg,stylegan2_ood,0.1,bottom_first,0.901947
C:\My_Project\AIGC\stylegan2_test\fake\68ZWU9N0A4.jpg,stylegan2_ood,0.2,hot_first,0.933565
C:\My_Project\AIGC\stylegan2_test\fake\68ZWU9N0A4.jpg,stylegan2_ood,0.2,bottom_first,0.884116
C:\My_Project\AIGC\stylegan2_test\fake\68ZWU9N0A4.jpg,stylegan2_ood,0.4,hot_first,0.942413
C:\My_Project\AIGC\stylegan2_test\fake\68ZWU9N0A4.jpg,stylegan2_ood,0.4,bottom_first,0.858478
C:\My_Project\AIGC\stylegan2_test\fake\68ZWU9N0A4.jpg,stylegan2_ood,0.6,hot_first,0.933342
C:\My_Project\AIGC\stylegan2_test\fake\68ZWU9N0A4.jpg,stylegan2_ood,0.6,bottom_first,0.794588
C:\My_Project\AIGC\stylegan2_test\fake\68ZWU9N0A4.jpg,stylegan2_ood,1.0,hot_first,0.933984
C:\My_Project\AIGC\stylegan2_test\fake\68ZWU9N0A4.jpg,stylegan2_ood,1.0,bottom_first,0.933984
C:\My_Project\AIGC\stylegan2_test\fake\6LKRPM42GN.jpg,stylegan2_ood,0.05,hot_first,0.933475
C:\My_Project\AIGC\stylegan2_test\fake\6LKRPM42GN.jpg,stylegan2_ood,0.05,bottom_first,0.917883
C:\My_Project\AIGC\stylegan2_test\fake\6LKRPM42GN.jpg,stylegan2_ood,0.1,hot_first,0.936291
C:\My_Project\AIGC\stylegan2_test\fake\6LKRPM42GN.jpg,stylegan2_ood,0.1,bottom_first,0.909927
C:\My_Project\AIGC\stylegan2_test\fake\6LKRPM42GN.jpg,stylegan2_ood,0.2,hot_first,0.940516
C:\My_Project\AIGC\stylegan2_test\fake\6LKRPM42GN.jpg,stylegan2_ood,0.2,bottom_first,0.901465
C:\My_Project\AIGC\stylegan2_test\fake\6LKRPM42GN.jpg,stylegan2_ood,0.4,hot_first,0.945173
C:\My_Project\AIGC\stylegan2_test\fake\6LKRPM42GN.jpg,stylegan2_ood,0.4,bottom_first,0.881717
C:\My_Project\AIGC\stylegan2_test\fake\6LKRPM42GN.jpg,stylegan2_ood,0.6,hot_first,0.939312
C:\My_Project\AIGC\stylegan2_test\fake\6LKRPM42GN.jpg,stylegan2_ood,0.6,bottom_first,0.755765
C:\My_Project\AIGC\stylegan2_test\fake\6LKRPM42GN.jpg,stylegan2_ood,1.0,hot_first,0.936763
C:\My_Project\AIGC\stylegan2_test\fake\6LKRPM42GN.jpg,stylegan2_ood,1.0,bottom_first,0.936763
C:\My_Project\AIGC\stylegan2_test\fake\6V7NTIPR9L.jpg,stylegan2_ood,0.05,hot_first,0.940072
C:\My_Project\AIGC\stylegan2_test\fake\6V7NTIPR9L.jpg,stylegan2_ood,0.05,bottom_first,0.929368
C:\My_Project\AIGC\stylegan2_test\fake\6V7NTIPR9L.jpg,stylegan2_ood,0.1,hot_first,0.935861
C:\My_Project\AIGC\stylegan2_test\fake\6V7NTIPR9L.jpg,stylegan2_ood,0.1,bottom_first,0.927962
C:\My_Project\AIGC\stylegan2_test\fake\6V7NTIPR9L.jpg,stylegan2_ood,0.2,hot_first,0.9385
C:\My_Project\AIGC\stylegan2_test\fake\6V7NTIPR9L.jpg,stylegan2_ood,0.2,bottom_first,0.91264
C:\My_Project\AIGC\stylegan2_test\fake\6V7NTIPR9L.jpg,stylegan2_ood,0.4,hot_first,0.946336
C:\My_Project\AIGC\stylegan2_test\fake\6V7NTIPR9L.jpg,stylegan2_ood,0.4,bottom_first,0.888457
C:\My_Project\AIGC\stylegan2_test\fake\6V7NTIPR9L.jpg,stylegan2_ood,0.6,hot_first,0.937893
C:\My_Project\AIGC\stylegan2_test\fake\6V7NTIPR9L.jpg,stylegan2_ood,0.6,bottom_first,0.740685
C:\My_Project\AIGC\stylegan2_test\fake\6V7NTIPR9L.jpg,stylegan2_ood,1.0,hot_first,0.93695
C:\My_Project\AIGC\stylegan2_test\fake\6V7NTIPR9L.jpg,stylegan2_ood,1.0,bottom_first,0.93695
C:\My_Project\AIGC\stylegan2_test\fake\74WMVN57OA.jpg,stylegan2_ood,0.05,hot_first,0.923903
C:\My_Project\AIGC\stylegan2_test\fake\74WMVN57OA.jpg,stylegan2_ood,0.05,bottom_first,0.898151
C:\My_Project\AIGC\stylegan2_test\fake\74WMVN57OA.jpg,stylegan2_ood,0.1,hot_first,0.922401
C:\My_Project\AIGC\stylegan2_test\fake\74WMVN57OA.jpg,stylegan2_ood,0.1,bottom_first,0.889519
C:\My_Project\AIGC\stylegan2_test\fake\74WMVN57OA.jpg,stylegan2_ood,0.2,hot_first,0.923317
C:\My_Project\AIGC\stylegan2_test\fake\74WMVN57OA.jpg,stylegan2_ood,0.2,bottom_first,0.860075
C:\My_Project\AIGC\stylegan2_test\fake\74WMVN57OA.jpg,stylegan2_ood,0.4,hot_first,0.936649
C:\My_Project\AIGC\stylegan2_test\fake\74WMVN57OA.jpg,stylegan2_ood,0.4,bottom_first,0.81659
C:\My_Project\AIGC\stylegan2_test\fake\74WMVN57OA.jpg,stylegan2_ood,0.6,hot_first,0.916912
C:\My_Project\AIGC\stylegan2_test\fake\74WMVN57OA.jpg,stylegan2_ood,0.6,bottom_first,0.558284
C:\My_Project\AIGC\stylegan2_test\fake\74WMVN57OA.jpg,stylegan2_ood,1.0,hot_first,0.912843
C:\My_Project\AIGC\stylegan2_test\fake\74WMVN57OA.jpg,stylegan2_ood,1.0,bottom_first,0.912843
C:\My_Project\AIGC\stylegan2_test\fake\78X3XXVFDY.jpg,stylegan2_ood,0.05,hot_first,0.920072
C:\My_Project\AIGC\stylegan2_test\fake\78X3XXVFDY.jpg,stylegan2_ood,0.05,bottom_first,0.897459
C:\My_Project\AIGC\stylegan2_test\fake\78X3XXVFDY.jpg,stylegan2_ood,0.1,hot_first,0.927561
C:\My_Project\AIGC\stylegan2_test\fake\78X3XXVFDY.jpg,stylegan2_ood,0.1,bottom_first,0.89396
C:\My_Project\AIGC\stylegan2_test\fake\78X3XXVFDY.jpg,stylegan2_ood,0.2,hot_first,0.924958
C:\My_Project\AIGC\stylegan2_test\fake\78X3XXVFDY.jpg,stylegan2_ood,0.2,bottom_first,0.894677
C:\My_Project\AIGC\stylegan2_test\fake\78X3XXVFDY.jpg,stylegan2_ood,0.4,hot_first,0.930325
C:\My_Project\AIGC\stylegan2_test\fake\78X3XXVFDY.jpg,stylegan2_ood,0.4,bottom_first,0.895754
C:\My_Project\AIGC\stylegan2_test\fake\78X3XXVFDY.jpg,stylegan2_ood,0.6,hot_first,0.924857
C:\My_Project\AIGC\stylegan2_test\fake\78X3XXVFDY.jpg,stylegan2_ood,0.6,bottom_first,0.773666
C:\My_Project\AIGC\stylegan2_test\fake\78X3XXVFDY.jpg,stylegan2_ood,1.0,hot_first,0.926237
C:\My_Project\AIGC\stylegan2_test\fake\78X3XXVFDY.jpg,stylegan2_ood,1.0,bottom_first,0.926237
C:\My_Project\AIGC\stylegan2_test\fake\7BJI9BOS7B.jpg,stylegan2_ood,0.05,hot_first,0.945077
C:\My_Project\AIGC\stylegan2_test\fake\7BJI9BOS7B.jpg,stylegan2_ood,0.05,bottom_first,0.924431
C:\My_Project\AIGC\stylegan2_test\fake\7BJI9BOS7B.jpg,stylegan2_ood,0.1,hot_first,0.946021
C:\My_Project\AIGC\stylegan2_test\fake\7BJI9BOS7B.jpg,stylegan2_ood,0.1,bottom_first,0.92121
C:\My_Project\AIGC\stylegan2_test\fake\7BJI9BOS7B.jpg,stylegan2_ood,0.2,hot_first,0.947608
C:\My_Project\AIGC\stylegan2_test\fake\7BJI9BOS7B.jpg,stylegan2_ood,0.2,bottom_first,0.924414
C:\My_Project\AIGC\stylegan2_test\fake\7BJI9BOS7B.jpg,stylegan2_ood,0.4,hot_first,0.940671
C:\My_Project\AIGC\stylegan2_test\fake\7BJI9BOS7B.jpg,stylegan2_ood,0.4,bottom_first,0.913915
C:\My_Project\AIGC\stylegan2_test\fake\7BJI9BOS7B.jpg,stylegan2_ood,0.6,hot_first,0.937701
C:\My_Project\AIGC\stylegan2_test\fake\7BJI9BOS7B.jpg,stylegan2_ood,0.6,bottom_first,0.861684
C:\My_Project\AIGC\stylegan2_test\fake\7BJI9BOS7B.jpg,stylegan2_ood,1.0,hot_first,0.930975
