model,source,filter_type,n_failures,n_total_composites,failure_mode,count,pct_of_failures,pct_of_all_composites
v816@0.85_uncalibrated_reference,DF40-cdf-ddim,face_reshaping,36,40,other_unclassifiable,0,0.0,0.0
v816@0.85_uncalibrated_reference,DF40-cdf-ddim,smoothing_medium,4,40,layer1_real,0,0.0,0.0
v816@0.85_uncalibrated_reference,DF40-cdf-ddim,smoothing_medium,4,40,fake_head_miss,0,0.0,0.0
v816@0.85_uncalibrated_reference,DF40-cdf-ddim,smoothing_medium,4,40,filter_head_miss,0,0.0,0.0
v816@0.85_uncalibrated_reference,DF40-cdf-ddim,smoothing_medium,4,40,threshold_calibration_miss,4,100.0,10.0
v816@0.85_uncalibrated_reference,DF40-cdf-ddim,smoothing_medium,4,40,other_unclassifiable,0,0.0,0.0
v816@0.85_uncalibrated_reference,DF40-cdf-ddim,whitening_medium,40,40,layer1_real,1,2.5,2.5
v816@0.85_uncalibrated_reference,DF40-cdf-ddim,whitening_medium,40,40,fake_head_miss,0,0.0,0.0
v816@0.85_uncalibrated_reference,DF40-cdf-ddim,whitening_medium,40,40,filter_head_miss,32,80.0,80.0
v816@0.85_uncalibrated_reference,DF40-cdf-ddim,whitening_medium,40,40,threshold_calibration_miss,7,17.5,17.5
v816@0.85_uncalibrated_reference,DF40-cdf-ddim,whitening_medium,40,40,other_unclassifiable,0,0.0,0.0
v816@0.85_uncalibrated_reference,DF40-cdf-pixart,eye_enlarging,43,43,layer1_real,0,0.0,0.0
v816@0.85_uncalibrated_reference,DF40-cdf-pixart,eye_enlarging,43,43,fake_head_miss,0,0.0,0.0
v816@0.85_uncalibrated_reference,DF40-cdf-pixart,eye_enlarging,43,43,filter_head_miss,38,88.37209302325581,88.37209302325581
v816@0.85_uncalibrated_reference,DF40-cdf-pixart,eye_enlarging,43,43,threshold_calibration_miss,5,11.627906976744185,11.627906976744185
v816@0.85_uncalibrated_reference,DF40-cdf-pixart,eye_enlarging,43,43,other_unclassifiable,0,0.0,0.0
v816@0.85_uncalibrated_reference,DF40-cdf-pixart,face_reshaping,43,43,layer1_real,0,0.0,0.0
v816@0.85_uncalibrated_reference,DF40-cdf-pixart,face_reshaping,43,43,fake_head_miss,0,0.0,0.0
v816@0.85_uncalibrated_reference,DF40-cdf-pixart,face_reshaping,43,43,filter_head_miss,39,90.69767441860465,90.69767441860465
v816@0.85_uncalibrated_reference,DF40-cdf-pixart,face_reshaping,43,43,threshold_calibration_miss,4,9.30232558139535,9.30232558139535
v816@0.85_uncalibrated_reference,DF40-cdf-pixart,face_reshaping,43,43,other_unclassifiable,0,0.0,0.0
v816@0.85_uncalibrated_reference,DF40-cdf-pixart,smoothing_medium,43,43,layer1_real,0,0.0,0.0
v816@0.85_uncalibrated_reference,DF40-cdf-pixart,smoothing_medium,43,43,fake_head_miss,0,0.0,0.0
v816@0.85_uncalibrated_reference,DF40-cdf-pixart,smoothing_medium,43,43,filter_head_miss,39,90.69767441860465,90.69767441860465
v816@0.85_uncalibrated_reference,DF40-cdf-pixart,smoothing_medium,43,43,threshold_calibration_miss,4,9.30232558139535,9.30232558139535
v816@0.85_uncalibrated_reference,DF40-cdf-pixart,smoothing_medium,43,43,other_unclassifiable,0,0.0,0.0
v816@0.85_uncalibrated_reference,DF40-cdf-pixart,whitening_medium,43,43,layer1_real,0,0.0,0.0
v816@0.85_uncalibrated_reference,DF40-cdf-pixart,whitening_medium,43,43,fake_head_miss,0,0.0,0.0
v816@0.85_uncalibrated_reference,DF40-cdf-pixart,whitening_medium,43,43,filter_head_miss,39,90.69767441860465,90.69767441860465
v816@0.85_uncalibrated_reference,DF40-cdf-pixart,whitening_medium,43,43,threshold_calibration_miss,4,9.30232558139535,9.30232558139535
v816@0.85_uncalibrated_reference,DF40-cdf-pixart,whitening_medium,43,43,other_unclassifiable,0,0.0,0.0
v816@0.85_uncalibrated_reference,DF40-cdf-sd2.1,eye_enlarging,37,37,layer1_real,0,0.0,0.0
v816@0.85_uncalibrated_reference,DF40-cdf-sd2.1,eye_enlarging,37,37,fake_head_miss,0,0.0,0.0
v816@0.85_uncalibrated_reference,DF40-cdf-sd2.1,eye_enlarging,37,37,filter_head_miss,31,83.78378378378379,83.78378378378379
v816@0.85_uncalibrated_reference,DF40-cdf-sd2.1,eye_enlarging,37,37,threshold_calibration_miss,6,16.216216216216218,16.216216216216218
v816@0.85_uncalibrated_reference,DF40-cdf-sd2.1,eye_enlarging,37,37,other_unclassifiable,0,0.0,0.0
v816@0.85_uncalibrated_reference,DF40-cdf-sd2.1,face_reshaping,37,37,layer1_real,0,0.0,0.0
v816@0.85_uncalibrated_reference,DF40-cdf-sd2.1,face_reshaping,37,37,fake_head_miss,0,0.0,0.0
v816@0.85_uncalibrated_reference,DF40-cdf-sd2.1,face_reshaping,37,37,filter_head_miss,32,86.48648648648648,86.48648648648648
v816@0.85_uncalibrated_reference,DF40-cdf-sd2.1,face_reshaping,37,37,threshold_calibration_miss,5,13.513513513513514,13.513513513513514
v816@0.85_uncalibrated_reference,DF40-cdf-sd2.1,face_reshaping,37,37,other_unclassifiable,0,0.0,0.0
v816@0.85_uncalibrated_reference,DF40-cdf-sd2.1,smoothing_medium,37,37,layer1_real,0,0.0,0.0
v816@0.85_uncalibrated_reference,DF40-cdf-sd2.1,smoothing_medium,37,37,fake_head_miss,0,0.0,0.0
v816@0.85_uncalibrated_reference,DF40-cdf-sd2.1,smoothing_medium,37,37,filter_head_miss,27,72.97297297297297,72.97297297297297
v816@0.85_uncalibrated_reference,DF40-cdf-sd2.1,smoothing_medium,37,37,threshold_calibration_miss,10,27.027027027027028,27.027027027027028
v816@0.85_uncalibrated_reference,DF40-cdf-sd2.1,smoothing_medium,37,37,other_unclassifiable,0,0.0,0.0
v816@0.85_uncalibrated_reference,DF40-cdf-sd2.1,whitening_medium,39,39,layer1_real,0,0.0,0.0
v816@0.85_uncalibrated_reference,DF40-cdf-sd2.1,whitening_medium,39,39,fake_head_miss,0,0.0,0.0
v816@0.85_uncalibrated_reference,DF40-cdf-sd2.1,whitening_medium,39,39,filter_head_miss,35,89.74358974358975,89.74358974358975
v816@0.85_uncalibrated_reference,DF40-cdf-sd2.1,whitening_medium,39,39,threshold_calibration_miss,4,10.256410256410255,10.256410256410255
v816@0.85_uncalibrated_reference,DF40-cdf-sd2.1,whitening_medium,39,39,other_unclassifiable,0,0.0,0.0
