model,source,filter_type,resolution_condition,n_clean_fake,n_fake_filter,clean_fake_false_filter_rate,clean_fake_false_filter_rate_95ci,filter_head_auroc,filter_head_auroc_95ci,joint_recognition_rate,joint_recognition_95ci,fake_head_recall,mean_filter_probability,median_filter_probability,calibration_threshold
v816@0.85_uncalibrated_reference,DF40-cdf-pixart,face_reshaping,canonical_256,43,43,0.023255813953488372,"[0.0000, 0.0698]",0.5484045429962141,"[0.4278, 0.6701]",0.0,"[0.0000, 0.0000]",1.0,0.5074182974044666,0.502927303314209,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-pixart,whitening_medium,canonical_512,43,43,0.0,"[0.0000, 0.0000]",0.5857220118983235,"[0.4630, 0.7090]",0.0,"[0.0000, 0.0000]",1.0,0.36040411612322165,0.3268399536609649,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-pixart,eye_enlarging,canonical_512,43,43,0.0,"[0.0000, 0.0000]",0.5684153596538669,"[0.4435, 0.6874]",0.0,"[0.0000, 0.0000]",1.0,0.35324623175831726,0.3166635036468506,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-pixart,smoothing_medium,canonical_512,43,43,0.0,"[0.0000, 0.0000]",0.7701460248783125,"[0.6641, 0.8675]",0.046511627906976744,"[0.0000, 0.1163]",1.0,0.4900445539590924,0.4641861617565155,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-pixart,face_reshaping,canonical_512,43,43,0.0,"[0.0000, 0.0000]",0.5370470524607897,"[0.4154, 0.6528]",0.0,"[0.0000, 0.0000]",1.0,0.33052884302167007,0.3099115788936615,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-pixart,whitening_medium,canonical_1024,43,43,0.0,"[0.0000, 0.0000]",0.5667928610059492,"[0.4424, 0.6831]",0.0,"[0.0000, 0.0000]",1.0,0.29960572910170225,0.2470762133598327,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-pixart,eye_enlarging,canonical_1024,43,43,0.0,"[0.0000, 0.0000]",0.5813953488372093,"[0.4510, 0.7031]",0.0,"[0.0000, 0.0000]",1.0,0.309698476694351,0.2738059461116791,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-pixart,smoothing_medium,canonical_1024,43,43,0.0,"[0.0000, 0.0000]",0.5208220659816116,"[0.3986, 0.6496]",0.0,"[0.0000, 0.0000]",1.0,0.2703203409910202,0.2469903379678726,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-pixart,face_reshaping,canonical_1024,43,43,0.0,"[0.0000, 0.0000]",0.4997295835586804,"[0.3797, 0.6155]",0.0,"[0.0000, 0.0000]",1.0,0.26487113968577497,0.2313258498907089,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-sd2.1,whitening_medium,native,39,39,0.0,"[0.0000, 0.0000]",0.4990138067061144,"[0.3688, 0.6318]",0.0,"[0.0000, 0.0000]",1.0,0.2949294375303464,0.2623797953128814,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-sd2.1,eye_enlarging,native,39,37,0.0,"[0.0000, 0.0000]",0.5107415107415108,"[0.3846, 0.6459]",0.0,"[0.0000, 0.0000]",1.0,0.29500237932881795,0.2919134795665741,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-sd2.1,smoothing_medium,native,39,37,0.0,"[0.0000, 0.0000]",0.6521136521136521,"[0.5191, 0.7713]",0.0,"[0.0000, 0.0000]",1.0,0.39926294358195485,0.3694876730442047,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-sd2.1,face_reshaping,native,39,37,0.0,"[0.0000, 0.0000]",0.48995148995148996,"[0.3603, 0.6188]",0.0,"[0.0000, 0.0000]",1.0,0.2854082028608064,0.2545197606086731,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-sd2.1,whitening_medium,canonical_256,37,37,0.0,"[0.0000, 0.0000]",0.5668371073776479,"[0.4354, 0.6954]",0.0,"[0.0000, 0.0000]",1.0,0.46425711907245015,0.4718062877655029,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-sd2.1,eye_enlarging,canonical_256,37,37,0.0,"[0.0000, 0.0000]",0.5310445580715851,"[0.3944, 0.6669]",0.0,"[0.0000, 0.0000]",1.0,0.4463229431091128,0.4535544812679291,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-sd2.1,smoothing_medium,canonical_256,37,37,0.0,"[0.0000, 0.0000]",0.9722425127830534,"[0.9372, 0.9949]",0.4594594594594595,"[0.2973, 0.6216]",1.0,0.8233512108390396,0.8357305526733398,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-sd2.1,face_reshaping,canonical_256,37,37,0.0,"[0.0000, 0.0000]",0.5427319211102996,"[0.4141, 0.6749]",0.0,"[0.0000, 0.0000]",1.0,0.45725035969469996,0.4375254511833191,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-sd2.1,whitening_medium,canonical_512,37,37,0.0,"[0.0000, 0.0000]",0.545653761869978,"[0.4120, 0.6735]",0.0,"[0.0000, 0.0000]",1.0,0.30025699412500534,0.2787040472030639,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-sd2.1,eye_enlarging,canonical_512,37,37,0.0,"[0.0000, 0.0000]",0.5653761869978087,"[0.4353, 0.6910]",0.0,"[0.0000, 0.0000]",1.0,0.3143249480305491,0.3193826973438263,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-sd2.1,smoothing_medium,canonical_512,37,37,0.0,"[0.0000, 0.0000]",0.7092768444119797,"[0.5836, 0.8174]",0.0,"[0.0000, 0.0000]",1.0,0.42805036096959503,0.385732352733612,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-sd2.1,face_reshaping,canonical_512,37,37,0.0,"[0.0000, 0.0000]",0.5412710007304602,"[0.4090, 0.6706]",0.0,"[0.0000, 0.0000]",1.0,0.29733812788853775,0.2659306526184082,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-sd2.1,whitening_medium,canonical_1024,37,37,0.0,"[0.0000, 0.0000]",0.4996347699050402,"[0.3565, 0.6348]",0.0,"[0.0000, 0.0000]",1.0,0.266886193305254,0.2585022747516632,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-sd2.1,eye_enlarging,canonical_1024,37,37,0.0,"[0.0000, 0.0000]",0.5310445580715851,"[0.4025, 0.6669]",0.0,"[0.0000, 0.0000]",1.0,0.2856575369432166,0.2904278934001922,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-sd2.1,smoothing_medium,canonical_1024,37,37,0.0,"[0.0000, 0.0000]",0.46530314097881664,"[0.3338, 0.6041]",0.0,"[0.0000, 0.0000]",1.0,0.255650760454906,0.2100914716720581,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-sd2.1,face_reshaping,canonical_1024,37,37,0.0,"[0.0000, 0.0000]",0.49598246895544196,"[0.3667, 0.6282]",0.0,"[0.0000, 0.0000]",1.0,0.2676757004212688,0.2509241998195648,0.85
