model,source,filter_type,resolution_condition,n_clean_fake,n_fake_filter,clean_fake_false_filter_rate,clean_fake_false_filter_rate_95ci,filter_head_auroc,filter_head_auroc_95ci,joint_recognition_rate,joint_recognition_95ci,fake_head_recall,mean_filter_probability,median_filter_probability,calibration_threshold
v816@0.95_calibrated,DF40-cdf-SiT,face_reshaping,canonical_512,42,42,0.0,"[0.0000, 0.0000]",0.5640589569160998,"[0.4376, 0.6848]",0.0,"[0.0000, 0.0000]",1.0,0.3254854523000263,0.3167726844549179,0.95
v816@0.95_calibrated,DF40-cdf-SiT,whitening_medium,canonical_1024,42,42,0.0,"[0.0000, 0.0000]",0.4274376417233561,"[0.3061, 0.5527]",0.0,"[0.0000, 0.0000]",1.0,0.2609329606805529,0.2475994676351547,0.95
v816@0.95_calibrated,DF40-cdf-SiT,eye_enlarging,canonical_1024,42,42,0.0,"[0.0000, 0.0000]",0.6031746031746031,"[0.4875, 0.7234]",0.0,"[0.0000, 0.0000]",1.0,0.3487546534410545,0.34935566782951355,0.95
v816@0.95_calibrated,DF40-cdf-SiT,smoothing_medium,canonical_1024,42,42,0.0,"[0.0000, 0.0000]",0.278344671201814,"[0.1729, 0.3889]",0.0,"[0.0000, 0.0000]",1.0,0.19471754293356622,0.189551293849945,0.95
v816@0.95_calibrated,DF40-cdf-SiT,face_reshaping,canonical_1024,42,42,0.0,"[0.0000, 0.0000]",0.5130385487528345,"[0.3832, 0.6349]",0.0,"[0.0000, 0.0000]",1.0,0.2986830139443988,0.29803283512592316,0.95
v816@0.95_calibrated,DF40-cdf-ddim,whitening_medium,native,40,40,0.0,"[0.0000, 0.0000]",0.448125,"[0.3213, 0.5794]",0.0,"[0.0000, 0.0000]",1.0,0.3641890177503228,0.31762880086898804,0.95
v816@0.95_calibrated,DF40-cdf-ddim,eye_enlarging,native,40,40,0.0,"[0.0000, 0.0000]",0.7112499999999999,"[0.5994, 0.8175]",0.0,"[0.0000, 0.0000]",1.0,0.5428186569362878,0.5183390378952026,0.95
v816@0.95_calibrated,DF40-cdf-ddim,smoothing_medium,native,40,40,0.0,"[0.0000, 0.0000]",0.9962500000000001,"[0.9869, 1.0000]",0.6,"[0.4500, 0.7500]",1.0,0.9346725359559059,0.960528552532196,0.95
v816@0.95_calibrated,DF40-cdf-ddim,face_reshaping,native,40,40,0.0,"[0.0000, 0.0000]",0.6425000000000001,"[0.5256, 0.7619]",0.0,"[0.0000, 0.0000]",1.0,0.5074544578790665,0.4605185389518738,0.95
v816@0.95_calibrated,DF40-cdf-ddim,whitening_medium,canonical_256,40,40,0.0,"[0.0000, 0.0000]",0.553125,"[0.4219, 0.6769]",0.0,"[0.0000, 0.0000]",1.0,0.4276064269244671,0.38893459737300873,0.95
v816@0.95_calibrated,DF40-cdf-ddim,eye_enlarging,canonical_256,40,40,0.0,"[0.0000, 0.0000]",0.680625,"[0.5675, 0.7931]",0.0,"[0.0000, 0.0000]",1.0,0.5168619338423014,0.5197032690048218,0.95
v816@0.95_calibrated,DF40-cdf-ddim,smoothing_medium,canonical_256,40,40,0.0,"[0.0000, 0.0000]",0.999375,"[0.9963, 1.0000]",0.7,"[0.5500, 0.8250]",1.0,0.9545015588402748,0.9700323045253754,0.95
v816@0.95_calibrated,DF40-cdf-ddim,face_reshaping,canonical_256,40,40,0.0,"[0.0000, 0.0000]",0.733125,"[0.6118, 0.8319]",0.0,"[0.0000, 0.0000]",1.0,0.5677249148488045,0.5480253398418427,0.95
v816@0.95_calibrated,DF40-cdf-ddim,whitening_medium,canonical_512,40,40,0.0,"[0.0000, 0.0000]",0.523125,"[0.3912, 0.6481]",0.0,"[0.0000, 0.0000]",1.0,0.2807514727115631,0.2183255925774574,0.95
v816@0.95_calibrated,DF40-cdf-ddim,eye_enlarging,canonical_512,40,40,0.0,"[0.0000, 0.0000]",0.7175,"[0.5987, 0.8287]",0.0,"[0.0000, 0.0000]",1.0,0.4083359409123659,0.3497025966644287,0.95
v816@0.95_calibrated,DF40-cdf-ddim,smoothing_medium,canonical_512,40,40,0.0,"[0.0000, 0.0000]",0.7325,"[0.6219, 0.8419]",0.025,"[0.0000, 0.0750]",1.0,0.4460472514852881,0.41971573233604426,0.95
v816@0.95_calibrated,DF40-cdf-ddim,face_reshaping,canonical_512,40,40,0.0,"[0.0000, 0.0000]",0.54625,"[0.4225, 0.6706]",0.0,"[0.0000, 0.0000]",1.0,0.30424759685993197,0.2368311062455177,0.95
v816@0.95_calibrated,DF40-cdf-ddim,whitening_medium,canonical_1024,40,40,0.0,"[0.0000, 0.0000]",0.483125,"[0.3600, 0.6094]",0.0,"[0.0000, 0.0000]",1.0,0.26856612637639043,0.20566936582326883,0.95
v816@0.95_calibrated,DF40-cdf-ddim,eye_enlarging,canonical_1024,40,40,0.0,"[0.0000, 0.0000]",0.716875,"[0.5950, 0.8275]",0.0,"[0.0000, 0.0000]",1.0,0.4172965932637453,0.3363681733608246,0.95
v816@0.95_calibrated,DF40-cdf-ddim,smoothing_medium,canonical_1024,40,40,0.0,"[0.0000, 0.0000]",0.24125,"[0.1356, 0.3588]",0.0,"[0.0000, 0.0000]",1.0,0.18542631110176439,0.10206434875726694,0.95
v816@0.95_calibrated,DF40-cdf-ddim,face_reshaping,canonical_1024,40,40,0.0,"[0.0000, 0.0000]",0.50375,"[0.3769, 0.6262]",0.0,"[0.0000, 0.0000]",1.0,0.2864644158631563,0.21938331425189972,0.95
v816@0.95_calibrated,DF40-cdf-pixart,whitening_medium,native,43,43,0.0,"[0.0000, 0.0000]",0.5381287182260681,"[0.4224, 0.6620]",0.0,"[0.0000, 0.0000]",1.0,0.28977674609699916,0.235957384109497,0.95
v816@0.95_calibrated,DF40-cdf-pixart,eye_enlarging,native,43,43,0.0,"[0.0000, 0.0000]",0.5640886965927528,"[0.4424, 0.6869]",0.0,"[0.0000, 0.0000]",1.0,0.3018900998109995,0.2609147727489471,0.95
v816@0.95_calibrated,DF40-cdf-pixart,smoothing_medium,native,43,43,0.0,"[0.0000, 0.0000]",0.5116279069767442,"[0.3883, 0.6371]",0.0,"[0.0000, 0.0000]",1.0,0.26832186759904375,0.2343371957540512,0.95
v816@0.95_calibrated,DF40-cdf-pixart,face_reshaping,native,43,43,0.0,"[0.0000, 0.0000]",0.49972958355868036,"[0.3775, 0.6236]",0.0,"[0.0000, 0.0000]",1.0,0.2651585883699184,0.2318675518035888,0.95
v816@0.95_calibrated,DF40-cdf-pixart,whitening_medium,canonical_256,43,43,0.0,"[0.0000, 0.0000]",0.6549486208761492,"[0.5284, 0.7669]",0.0,"[0.0000, 0.0000]",1.0,0.578036027592282,0.5696254968643188,0.95
v816@0.95_calibrated,DF40-cdf-pixart,eye_enlarging,canonical_256,43,43,0.0,"[0.0000, 0.0000]",0.568415359653867,"[0.4483, 0.6820]",0.0,"[0.0000, 0.0000]",1.0,0.5274431438640107,0.530073344707489,0.95
v816@0.95_calibrated,DF40-cdf-pixart,smoothing_medium,canonical_256,43,43,0.0,"[0.0000, 0.0000]",0.9680908599242833,"[0.9346, 0.9924]",0.20930232558139536,"[0.0930, 0.3256]",1.0,0.8776698112487793,0.9076089859008788,0.95
v816@0.95_calibrated,DF40-cdf-pixart,face_reshaping,canonical_256,43,43,0.0,"[0.0000, 0.0000]",0.5484045429962141,"[0.4256, 0.6728]",0.0,"[0.0000, 0.0000]",1.0,0.5074182974044666,0.502927303314209,0.95
v816@0.95_calibrated,DF40-cdf-pixart,whitening_medium,canonical_512,43,43,0.0,"[0.0000, 0.0000]",0.5857220118983235,"[0.4640, 0.6988]",0.0,"[0.0000, 0.0000]",1.0,0.36040411612322165,0.3268399536609649,0.95
v816@0.95_calibrated,DF40-cdf-pixart,eye_enlarging,canonical_512,43,43,0.0,"[0.0000, 0.0000]",0.5684153596538669,"[0.4467, 0.6885]",0.0,"[0.0000, 0.0000]",1.0,0.35324623175831726,0.3166635036468506,0.95
v816@0.95_calibrated,DF40-cdf-pixart,smoothing_medium,canonical_512,43,43,0.0,"[0.0000, 0.0000]",0.7701460248783125,"[0.6560, 0.8707]",0.0,"[0.0000, 0.0000]",1.0,0.4900445539590924,0.4641861617565155,0.95
v816@0.95_calibrated,DF40-cdf-pixart,face_reshaping,canonical_512,43,43,0.0,"[0.0000, 0.0000]",0.5370470524607897,"[0.4153, 0.6582]",0.0,"[0.0000, 0.0000]",1.0,0.33052884302167007,0.3099115788936615,0.95
v816@0.95_calibrated,DF40-cdf-pixart,whitening_medium,canonical_1024,43,43,0.0,"[0.0000, 0.0000]",0.5667928610059492,"[0.4435, 0.6814]",0.0,"[0.0000, 0.0000]",1.0,0.29960572910170225,0.2470762133598327,0.95
v816@0.95_calibrated,DF40-cdf-pixart,eye_enlarging,canonical_1024,43,43,0.0,"[0.0000, 0.0000]",0.5813953488372093,"[0.4548, 0.6988]",0.0,"[0.0000, 0.0000]",1.0,0.309698476694351,0.2738059461116791,0.95
v816@0.95_calibrated,DF40-cdf-pixart,smoothing_medium,canonical_1024,43,43,0.0,"[0.0000, 0.0000]",0.5208220659816116,"[0.3959, 0.6382]",0.0,"[0.0000, 0.0000]",1.0,0.2703203409910202,0.2469903379678726,0.95
v816@0.95_calibrated,DF40-cdf-pixart,face_reshaping,canonical_1024,43,43,0.0,"[0.0000, 0.0000]",0.4997295835586804,"[0.3813, 0.6247]",0.0,"[0.0000, 0.0000]",1.0,0.26487113968577497,0.2313258498907089,0.95
v816@0.95_calibrated,DF40-cdf-sd2.1,whitening_medium,native,39,39,0.0,"[0.0000, 0.0000]",0.4990138067061144,"[0.3688, 0.6286]",0.0,"[0.0000, 0.0000]",1.0,0.2949294375303464,0.2623797953128814,0.95
v816@0.95_calibrated,DF40-cdf-sd2.1,eye_enlarging,native,39,37,0.0,"[0.0000, 0.0000]",0.5107415107415108,"[0.3797, 0.6452]",0.0,"[0.0000, 0.0000]",1.0,0.29500237932881795,0.2919134795665741,0.95
v816@0.95_calibrated,DF40-cdf-sd2.1,smoothing_medium,native,39,37,0.0,"[0.0000, 0.0000]",0.6521136521136521,"[0.5267, 0.7665]",0.0,"[0.0000, 0.0000]",1.0,0.39926294358195485,0.3694876730442047,0.95
v816@0.95_calibrated,DF40-cdf-sd2.1,face_reshaping,native,39,37,0.0,"[0.0000, 0.0000]",0.48995148995148996,"[0.3624, 0.6209]",0.0,"[0.0000, 0.0000]",1.0,0.2854082028608064,0.2545197606086731,0.95
v816@0.95_calibrated,DF40-cdf-sd2.1,whitening_medium,canonical_256,37,37,0.0,"[0.0000, 0.0000]",0.5668371073776479,"[0.4317, 0.6947]",0.0,"[0.0000, 0.0000]",1.0,0.46425711907245015,0.4718062877655029,0.95
v816@0.95_calibrated,DF40-cdf-sd2.1,eye_enlarging,canonical_256,37,37,0.0,"[0.0000, 0.0000]",0.5310445580715851,"[0.3981, 0.6662]",0.0,"[0.0000, 0.0000]",1.0,0.4463229431091128,0.4535544812679291,0.95
v816@0.95_calibrated,DF40-cdf-sd2.1,smoothing_medium,canonical_256,37,37,0.0,"[0.0000, 0.0000]",0.9722425127830534,"[0.9386, 0.9942]",0.10810810810810811,"[0.0270, 0.2162]",1.0,0.8233512108390396,0.8357305526733398,0.95
v816@0.95_calibrated,DF40-cdf-sd2.1,face_reshaping,canonical_256,37,37,0.0,"[0.0000, 0.0000]",0.5427319211102996,"[0.4127, 0.6728]",0.0,"[0.0000, 0.0000]",1.0,0.45725035969469996,0.4375254511833191,0.95
v816@0.95_calibrated,DF40-cdf-sd2.1,whitening_medium,canonical_512,37,37,0.0,"[0.0000, 0.0000]",0.545653761869978,"[0.4127, 0.6786]",0.0,"[0.0000, 0.0000]",1.0,0.30025699412500534,0.2787040472030639,0.95
v816@0.95_calibrated,DF40-cdf-sd2.1,eye_enlarging,canonical_512,37,37,0.0,"[0.0000, 0.0000]",0.5653761869978087,"[0.4339, 0.6961]",0.0,"[0.0000, 0.0000]",1.0,0.3143249480305491,0.3193826973438263,0.95
v816@0.95_calibrated,DF40-cdf-sd2.1,smoothing_medium,canonical_512,37,37,0.0,"[0.0000, 0.0000]",0.7092768444119797,"[0.5829, 0.8232]",0.0,"[0.0000, 0.0000]",1.0,0.42805036096959503,0.385732352733612,0.95
v816@0.95_calibrated,DF40-cdf-sd2.1,face_reshaping,canonical_512,37,37,0.0,"[0.0000, 0.0000]",0.5412710007304602,"[0.4098, 0.6713]",0.0,"[0.0000, 0.0000]",1.0,0.29733812788853775,0.2659306526184082,0.95
v816@0.95_calibrated,DF40-cdf-sd2.1,whitening_medium,canonical_1024,37,37,0.0,"[0.0000, 0.0000]",0.4996347699050402,"[0.3659, 0.6443]",0.0,"[0.0000, 0.0000]",1.0,0.266886193305254,0.2585022747516632,0.95
v816@0.95_calibrated,DF40-cdf-sd2.1,eye_enlarging,canonical_1024,37,37,0.0,"[0.0000, 0.0000]",0.5310445580715851,"[0.3944, 0.6625]",0.0,"[0.0000, 0.0000]",1.0,0.2856575369432166,0.2904278934001922,0.95
v816@0.95_calibrated,DF40-cdf-sd2.1,smoothing_medium,canonical_1024,37,37,0.0,"[0.0000, 0.0000]",0.46530314097881664,"[0.3346, 0.5990]",0.0,"[0.0000, 0.0000]",1.0,0.255650760454906,0.2100914716720581,0.95
v816@0.95_calibrated,DF40-cdf-sd2.1,face_reshaping,canonical_1024,37,37,0.0,"[0.0000, 0.0000]",0.49598246895544196,"[0.3630, 0.6275]",0.0,"[0.0000, 0.0000]",1.0,0.2676757004212688,0.2509241998195648,0.95
v816@0.85_uncalibrated_reference,DF40-cdf-DiT,whitening_medium,native,36,36,0.0,"[0.0000, 0.0000]",0.5308641975308642,"[0.3974, 0.6659]",0.0,"[0.0000, 0.0000]",1.0,0.3212627377361059,0.31029750406742096,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-DiT,eye_enlarging,native,36,36,0.0,"[0.0000, 0.0000]",0.5447530864197531,"[0.4074, 0.6759]",0.0,"[0.0000, 0.0000]",1.0,0.3379228351016839,0.3163827657699585,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-DiT,smoothing_medium,native,36,36,0.0,"[0.0000, 0.0000]",1.0,"[1.0000, 1.0000]",0.6388888888888888,"[0.4722, 0.7778]",1.0,0.8559271742900213,0.8703857660293579,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-DiT,face_reshaping,native,36,36,0.0,"[0.0000, 0.0000]",0.6535493827160495,"[0.5162, 0.7693]",0.0,"[0.0000, 0.0000]",1.0,0.40860534293784034,0.3763544112443924,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-DiT,whitening_medium,canonical_256,36,36,0.0,"[0.0000, 0.0000]",0.6512345679012346,"[0.5169, 0.7631]",0.0,"[0.0000, 0.0000]",1.0,0.3972357973042462,0.39384420216083527,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-DiT,eye_enlarging,canonical_256,36,36,0.0,"[0.0000, 0.0000]",0.5979938271604938,"[0.4614, 0.7253]",0.0,"[0.0000, 0.0000]",1.0,0.36538780522015357,0.3666966110467911,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-DiT,smoothing_medium,canonical_256,36,36,0.0,"[0.0000, 0.0000]",1.0,"[1.0000, 1.0000]",0.6944444444444444,"[0.5278, 0.8333]",1.0,0.8789656443728341,0.8960381150245667,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-DiT,face_reshaping,canonical_256,36,36,0.0,"[0.0000, 0.0000]",0.7476851851851852,"[0.6242, 0.8480]",0.027777777777777776,"[0.0000, 0.0833]",1.0,0.4780965426729785,0.44925530254840845,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-DiT,whitening_medium,canonical_512,36,36,0.0,"[0.0000, 0.0000]",0.5362654320987654,"[0.3997, 0.6713]",0.0,"[0.0000, 0.0000]",1.0,0.2924645868026548,0.25933320820331573,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-DiT,eye_enlarging,canonical_512,36,36,0.0,"[0.0000, 0.0000]",0.5779320987654321,"[0.4429, 0.7052]",0.0,"[0.0000, 0.0000]",1.0,0.3121192047579421,0.27120107412338257,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-DiT,smoothing_medium,canonical_512,36,36,0.0,"[0.0000, 0.0000]",0.7445987654320988,"[0.6227, 0.8542]",0.0,"[0.0000, 0.0000]",1.0,0.4102915409538481,0.3875051885843277,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-DiT,face_reshaping,canonical_512,36,36,0.0,"[0.0000, 0.0000]",0.5679012345679012,"[0.4321, 0.6976]",0.0,"[0.0000, 0.0000]",1.0,0.31090038186973995,0.26313187181949615,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-DiT,whitening_medium,canonical_1024,36,36,0.0,"[0.0000, 0.0000]",0.5,"[0.3603, 0.6296]",0.0,"[0.0000, 0.0000]",1.0,0.2846588622778654,0.2505731955170631,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-DiT,eye_enlarging,canonical_1024,36,36,0.0,"[0.0000, 0.0000]",0.5879629629629629,"[0.4529, 0.7161]",0.0,"[0.0000, 0.0000]",1.0,0.33071803115308285,0.2985858917236328,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-DiT,smoothing_medium,canonical_1024,36,36,0.0,"[0.0000, 0.0000]",0.33333333333333326,"[0.2098, 0.4553]",0.0,"[0.0000, 0.0000]",1.0,0.20871195942163465,0.18847100436687464,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-DiT,face_reshaping,canonical_1024,36,36,0.0,"[0.0000, 0.0000]",0.5154320987654322,"[0.3757, 0.6466]",0.0,"[0.0000, 0.0000]",1.0,0.29592173650032944,0.25642128288745875,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-SiT,whitening_medium,native,42,42,0.0,"[0.0000, 0.0000]",0.5402494331065759,"[0.4127, 0.6604]",0.0,"[0.0000, 0.0000]",1.0,0.33146938575165613,0.3280658572912216,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-SiT,eye_enlarging,native,42,42,0.0,"[0.0000, 0.0000]",0.6071428571428572,"[0.4830, 0.7183]",0.0,"[0.0000, 0.0000]",1.0,0.3733924666330928,0.3526236712932586,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-SiT,smoothing_medium,native,42,42,0.0,"[0.0000, 0.0000]",0.9909297052154196,"[0.9733, 1.0000]",0.5476190476190477,"[0.4048, 0.6905]",1.0,0.8437171422299885,0.8598605990409851,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-SiT,face_reshaping,native,42,42,0.0,"[0.0000, 0.0000]",0.6570294784580499,"[0.5397, 0.7716]",0.0,"[0.0000, 0.0000]",1.0,0.4053555904399781,0.37262044847011566,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-SiT,whitening_medium,canonical_256,42,42,0.0,"[0.0000, 0.0000]",0.6332199546485261,"[0.5124, 0.7534]",0.0,"[0.0000, 0.0000]",1.0,0.38688085015331,0.4028073251247406,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-SiT,eye_enlarging,canonical_256,42,42,0.0,"[0.0000, 0.0000]",0.6190476190476191,"[0.5006, 0.7381]",0.023809523809523808,"[0.0000, 0.0714]",1.0,0.38210708204479443,0.3631517738103866,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-SiT,smoothing_medium,canonical_256,42,42,0.0,"[0.0000, 0.0000]",0.9965986394557822,"[0.9875, 1.0000]",0.5952380952380952,"[0.4524, 0.7381]",1.0,0.8724004597890944,0.8753631711006165,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-SiT,face_reshaping,canonical_256,42,42,0.0,"[0.0000, 0.0000]",0.7981859410430839,"[0.6950, 0.8934]",0.047619047619047616,"[0.0000, 0.1190]",1.0,0.503839001946506,0.5127612054347992,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-SiT,whitening_medium,canonical_512,42,42,0.0,"[0.0000, 0.0000]",0.4733560090702948,"[0.3526, 0.5958]",0.0,"[0.0000, 0.0000]",1.0,0.2870622962003663,0.2821223586797714,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-SiT,eye_enlarging,canonical_512,42,42,0.0,"[0.0000, 0.0000]",0.6020408163265306,"[0.4762, 0.7171]",0.0,"[0.0000, 0.0000]",1.0,0.3472965019089835,0.3372223526239395,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-SiT,smoothing_medium,canonical_512,42,42,0.0,"[0.0000, 0.0000]",0.6678004535147393,"[0.5471, 0.7795]",0.0,"[0.0000, 0.0000]",1.0,0.390207570400976,0.4059601277112961,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-SiT,face_reshaping,canonical_512,42,42,0.0,"[0.0000, 0.0000]",0.5640589569160998,"[0.4433, 0.6820]",0.0,"[0.0000, 0.0000]",1.0,0.3254854523000263,0.3167726844549179,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-SiT,whitening_medium,canonical_1024,42,42,0.0,"[0.0000, 0.0000]",0.4274376417233561,"[0.3055, 0.5516]",0.0,"[0.0000, 0.0000]",1.0,0.2609329606805529,0.2475994676351547,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-SiT,eye_enlarging,canonical_1024,42,42,0.0,"[0.0000, 0.0000]",0.6031746031746031,"[0.4796, 0.7149]",0.0,"[0.0000, 0.0000]",1.0,0.3487546534410545,0.34935566782951355,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-SiT,smoothing_medium,canonical_1024,42,42,0.0,"[0.0000, 0.0000]",0.278344671201814,"[0.1797, 0.3906]",0.0,"[0.0000, 0.0000]",1.0,0.19471754293356622,0.189551293849945,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-SiT,face_reshaping,canonical_1024,42,42,0.0,"[0.0000, 0.0000]",0.5130385487528345,"[0.3928, 0.6366]",0.0,"[0.0000, 0.0000]",1.0,0.2986830139443988,0.29803283512592316,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-ddim,whitening_medium,native,40,40,0.0,"[0.0000, 0.0000]",0.448125,"[0.3225, 0.5750]",0.0,"[0.0000, 0.0000]",1.0,0.3641890177503228,0.31762880086898804,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-ddim,eye_enlarging,native,40,40,0.0,"[0.0000, 0.0000]",0.7112499999999999,"[0.5919, 0.8194]",0.075,"[0.0000, 0.1750]",1.0,0.5428186569362878,0.5183390378952026,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-ddim,smoothing_medium,native,40,40,0.0,"[0.0000, 0.0000]",0.9962500000000001,"[0.9875, 1.0000]",0.9,"[0.8000, 0.9750]",1.0,0.9346725359559059,0.960528552532196,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-ddim,face_reshaping,native,40,40,0.0,"[0.0000, 0.0000]",0.6425000000000001,"[0.5231, 0.7569]",0.1,"[0.0250, 0.2000]",1.0,0.5074544578790665,0.4605185389518738,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-ddim,whitening_medium,canonical_256,40,40,0.0,"[0.0000, 0.0000]",0.553125,"[0.4256, 0.6737]",0.025,"[0.0000, 0.0750]",1.0,0.4276064269244671,0.38893459737300873,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-ddim,eye_enlarging,canonical_256,40,40,0.0,"[0.0000, 0.0000]",0.680625,"[0.5556, 0.7931]",0.075,"[0.0000, 0.1750]",1.0,0.5168619338423014,0.5197032690048218,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-ddim,smoothing_medium,canonical_256,40,40,0.0,"[0.0000, 0.0000]",0.999375,"[0.9962, 1.0000]",0.95,"[0.8750, 1.0000]",1.0,0.9545015588402748,0.9700323045253754,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-ddim,face_reshaping,canonical_256,40,40,0.0,"[0.0000, 0.0000]",0.733125,"[0.6256, 0.8375]",0.15,"[0.0500, 0.2500]",1.0,0.5677249148488045,0.5480253398418427,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-ddim,whitening_medium,canonical_512,40,40,0.0,"[0.0000, 0.0000]",0.523125,"[0.3925, 0.6513]",0.0,"[0.0000, 0.0000]",1.0,0.2807514727115631,0.2183255925774574,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-ddim,eye_enlarging,canonical_512,40,40,0.0,"[0.0000, 0.0000]",0.7175,"[0.5975, 0.8231]",0.0,"[0.0000, 0.0000]",1.0,0.4083359409123659,0.3497025966644287,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-ddim,smoothing_medium,canonical_512,40,40,0.0,"[0.0000, 0.0000]",0.7325,"[0.6162, 0.8425]",0.075,"[0.0000, 0.1750]",1.0,0.4460472514852881,0.41971573233604426,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-ddim,face_reshaping,canonical_512,40,40,0.0,"[0.0000, 0.0000]",0.54625,"[0.4231, 0.6675]",0.0,"[0.0000, 0.0000]",1.0,0.30424759685993197,0.2368311062455177,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-ddim,whitening_medium,canonical_1024,40,40,0.0,"[0.0000, 0.0000]",0.483125,"[0.3619, 0.6031]",0.0,"[0.0000, 0.0000]",1.0,0.26856612637639043,0.20566936582326883,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-ddim,eye_enlarging,canonical_1024,40,40,0.0,"[0.0000, 0.0000]",0.716875,"[0.5981, 0.8238]",0.0,"[0.0000, 0.0000]",1.0,0.4172965932637453,0.3363681733608246,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-ddim,smoothing_medium,canonical_1024,40,40,0.0,"[0.0000, 0.0000]",0.24125,"[0.1369, 0.3600]",0.0,"[0.0000, 0.0000]",1.0,0.18542631110176439,0.10206434875726694,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-ddim,face_reshaping,canonical_1024,40,40,0.0,"[0.0000, 0.0000]",0.50375,"[0.3781, 0.6200]",0.0,"[0.0000, 0.0000]",1.0,0.2864644158631563,0.21938331425189972,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-pixart,whitening_medium,native,43,43,0.0,"[0.0000, 0.0000]",0.5381287182260681,"[0.4110, 0.6550]",0.0,"[0.0000, 0.0000]",1.0,0.28977674609699916,0.235957384109497,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-pixart,eye_enlarging,native,43,43,0.0,"[0.0000, 0.0000]",0.5640886965927528,"[0.4419, 0.6820]",0.0,"[0.0000, 0.0000]",1.0,0.3018900998109995,0.2609147727489471,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-pixart,smoothing_medium,native,43,43,0.0,"[0.0000, 0.0000]",0.5116279069767442,"[0.3915, 0.6344]",0.0,"[0.0000, 0.0000]",1.0,0.26832186759904375,0.2343371957540512,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-pixart,face_reshaping,native,43,43,0.0,"[0.0000, 0.0000]",0.49972958355868036,"[0.3786, 0.6247]",0.0,"[0.0000, 0.0000]",1.0,0.2651585883699184,0.2318675518035888,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-pixart,whitening_medium,canonical_256,43,43,0.023255813953488372,"[0.0000, 0.0698]",0.6549486208761492,"[0.5338, 0.7626]",0.046511627906976744,"[0.0000, 0.1163]",1.0,0.578036027592282,0.5696254968643188,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-pixart,eye_enlarging,canonical_256,43,43,0.023255813953488372,"[0.0000, 0.0698]",0.568415359653867,"[0.4451, 0.6863]",0.023255813953488372,"[0.0000, 0.0698]",1.0,0.5274431438640107,0.530073344707489,0.85
v816@0.85_uncalibrated_reference,DF40-cdf-pixart,smoothing_medium,canonical_256,43,43,0.023255813953488372,"[0.0000, 0.0698]",0.9680908599242833,"[0.9324, 0.9914]",0.7674418604651163,"[0.6279, 0.8837]",1.0,0.8776698112487793,0.9076089859008788,0.85
